iter	Logloss
162	0.1347368856
163	0.1338506635
164	0.1332248008
165	0.1323326258
166	0.1316542094
167	0.1306562889
168	0.1298897911
169	0.1292410793
170	0.1284336087
171	0.1276604465
172	0.1270070089
173	0.1260942669
174	0.1251034053
175	0.1242633457
176	0.1232619106
177	0.1225126148
178	0.121922568
179	0.1211319196
180	0.1206367089
181	0.1198744429
182	0.118983116
183	0.1184362728
184	0.1176332026
185	0.1169702648
186	0.1162403898
187	0.115661724
188	0.1148829168
189	0.1140399763
190	0.1134412368
191	0.1127447703
192	0.112208567
193	0.1116886537
194	0.1111769616
195	0.1105029968
196	0.1097879516
197	0.1092355563
198	0.1086485512
199	0.1081270209
200	0.1076295774
201	0.1069809587
202	0.106407218
203	0.105948136
204	0.1053343603
205	0.1046827796
206	0.1041170455
207	0.1036758018
208	0.103259845
209	0.1028655485
210	0.1022019904
211	0.1016040765
212	0.1009376594
213	0.10033767
214	0.09987139104
215	0.09930696195
216	0.09876855237
217	0.09837690369
218	0.09782285478
219	0.09728263082
220	0.0969446084
221	0.09650965189
222	0.09599352481
223	0.09565082101
224	0.09525813698
225	0.09463049642
226	0.09423538835
227	0.09375953674
228	0.09322049027
229	0.09278499117
230	0.09245381249
231	0.09206323438
232	0.09147095614
233	0.09109846928
234	0.09059588491
235	0.09021258952
236	0.08972879638
237	0.0894074533
238	0.0890810742
239	0.08865680602
240	0.08835815055
241	0.08807325961
242	0.08767552163
243	0.08730885113
244	0.0868644721
245	0.08646987208
246	0.08612923303
247	0.08583374807
248	0.08544055532
249	0.08498319743
250	0.08457425046
251	0.08412309609
252	0.08382117317
253	0.08330130643
254	0.08283135353
255	0.082478069
256	0.08214958
257	0.08180746195
258	0.08158160385
259	0.0812362303
260	0.0808718158
261	0.08048176566
262	0.0800579783
263	0.07976882039
264	0.07943124293
265	0.07907607296
266	0.07874609634
267	0.07843261708
268	0.07809806866
269	0.07785545219
270	0.07739947101
271	0.07710404051
272	0.07680950855
273	0.07649673194
274	0.07625053586
275	0.07581067749
276	0.07558918398
277	0.07526195614
278	0.07492782479
279	0.07470558015
280	0.07441843917
281	0.07422955787
282	0.07394423126
283	0.07364624257
284	0.07335895815
285	0.07298591409
286	0.07277039167
287	0.07239700028
288	0.07211497966
289	0.07183384098
290	0.07161428271
291	0.07122318658
292	0.07097080225
293	0.07077981104
294	0.07047684146
295	0.070262978
296	0.06991064183
297	0.06965399253
298	0.06931675643
299	0.06908210805
300	0.06881901414
301	0.06850338978
302	0.06822893347
303	0.06790477453
304	0.06769050064
305	0.06741735663
306	0.06718300246
307	0.06698297259
308	0.06667911043
309	0.0664789318
310	0.06622363266
311	0.0659513002
312	0.06570323397
313	0.06541605779
314	0.06520515298
315	0.06495026028
316	0.06473382203
317	0.06442442379
318	0.06410701494
319	0.06388232502
320	0.06372238268
321	0.06341125175
322	0.06318102906
323	0.0629063164
324	0.06268098627
325	0.06246920881
326	0.06225978631
327	0.06202479857
328	0.06176990985
329	0.06155195077
330	0.06136145698
331	0.06122961682
332	0.06101006452
333	0.06073585128
334	0.06057837481
335	0.060325161
336	0.06004306865
337	0.0598183256
338	0.05962363525
339	0.05938014214
340	0.05920823769
341	0.05903261551
342	0.05881673845
343	0.05865573418
344	0.05851630314
345	0.05822314592
346	0.05802985486
347	0.05784632104
348	0.05776580927
349	0.05757520591
350	0.05734244429
351	0.057018982
352	0.05681170394
353	0.05656302872
354	0.05641018249
355	0.05624323834
356	0.05594248692
357	0.05572691668
358	0.05550149224
359	0.05531827055
360	0.05502310702
361	0.05481994185
362	0.05463201355
363	0.0544734041
364	0.0542963368
365	0.05412004054
366	0.05388561597
367	0.05365343081
368	0.05340962158
369	0.05326237187
370	0.05302187526
371	0.05280951936
372	0.05263596591
373	0.05246103308
374	0.05229379938
375	0.05210105357
376	0.05193235217
377	0.05176604558
378	0.05157348904
379	0.05141976218
380	0.05119527881
381	0.05100082687
382	0.05087733335
383	0.05067536691
384	0.05050040354
385	0.05032929272
386	0.05017519396
387	0.04997630903
388	0.04977963031
389	0.04962765672
390	0.04945609829
391	0.0493223189
392	0.04912533866
393	0.04896371212
394	0.04882012835
395	0.04869430709
396	0.04860253188
397	0.04840411914
398	0.04824548578
399	0.04807762714
400	0.04799101612
401	0.04785242519
402	0.04773092868
403	0.0475931493
404	0.04741612052
405	0.04727089438
406	0.04714092969
407	0.04696546159
408	0.04682065982
409	0.04669351764
410	0.04660473893
411	0.04653714294
412	0.04634792227
413	0.04626580932
414	0.04611455232
415	0.04604233274
416	0.04586072154
417	0.04572960992
418	0.04556891646
419	0.0454230448
420	0.04523029766
421	0.04508780304
422	0.04490010785
423	0.04474989352
424	0.04465246267
425	0.04454923008
426	0.04445139545
427	0.04435771687
428	0.04422832399
429	0.04407969159
430	0.04392345304
431	0.04382584819
432	0.04372827057
433	0.04361837488
434	0.04346051057
435	0.0433348228
436	0.04321112805
437	0.04310553784
438	0.04304323489
439	0.04285884036
440	0.04281067715
441	0.04267820143
442	0.04257069059
443	0.0424476593
444	0.04230144894
445	0.04222145718
446	0.04208022505
447	0.04196499251
448	0.04184388384
449	0.04175414614
450	0.04156916719
451	0.04145120645
452	0.04131442724
453	0.04119271953
454	0.04113616784
455	0.04105003631
456	0.04093859388
457	0.04082458331
458	0.04071279223
459	0.04057821059
460	0.04041292342
461	0.04031198603
462	0.04021214243
463	0.04009163214
464	0.03994855509
465	0.03985991053
466	0.03977277219
467	0.03966787798
468	0.03957464967
469	0.03943799731
470	0.03933715953
471	0.03921411097
472	0.03913068838
473	0.03904658705
474	0.03893376858
475	0.03882170919
476	0.03869389292
477	0.03861420865
478	0.03849474899
479	0.03837595743
480	0.03825080893
481	0.03819552438
482	0.03810032231
483	0.03799663812
484	0.03788045323
485	0.03780828147
486	0.03768993951
487	0.03754610272
488	0.03740840171
489	0.03728281289
490	0.0371657673
491	0.03702775748
492	0.03691325679
493	0.03686706269
494	0.0367536837
495	0.03670296762
496	0.0365884583
497	0.03647242482
498	0.03635809548
499	0.03625736994
500	0.03615852518
501	0.03608796988
502	0.03601145612
503	0.03589999443
504	0.03579875022
505	0.03572005415
506	0.03560041053
507	0.03548013201
508	0.03538035749
509	0.03526053322
510	0.03517198629
511	0.03505809792
512	0.03496072817
513	0.03486155534
514	0.03476202787
515	0.03469852086
516	0.03457179309
517	0.03448985081
518	0.03439620345
519	0.03436560551
520	0.03425158764
521	0.03415257154
522	0.03407416105
523	0.03400685595
524	0.03389610221
525	0.03382947983
526	0.03375229862
527	0.03364917296
528	0.03354359736
529	0.03344809179
530	0.0333583594
531	0.03326029764
532	0.03319774564
533	0.03308812556
534	0.03301006838
535	0.03295900629
536	0.03285052451
537	0.03281865014
538	0.03276659519
539	0.03270492647
540	0.03263037052
541	0.03255813168
542	0.03247665828
543	0.03242009596
544	0.03235907209
545	0.03227312319
546	0.03219696937
547	0.03215010319
548	0.03206274104
549	0.03200764776
550	0.03189728718
551	0.03180995758
552	0.03173380841
553	0.03165548359
554	0.03155839808
555	0.03147752371
556	0.03138008556
557	0.03129912751
558	0.03123643604
559	0.03116142119
560	0.0310831827
561	0.03099215263
562	0.03094337511
563	0.0308611114
564	0.03077617595
565	0.03073805023
566	0.0306418905
567	0.0305574093
568	0.03045650246
569	0.03037028658
570	0.03028872684
571	0.03025221227
572	0.03017579812
573	0.03011102132
574	0.0300183004
575	0.02993510958
576	0.02987208938
577	0.02979121301
578	0.02972001618
579	0.02965852876
580	0.0295835139
581	0.02949990868
582	0.02945359039
583	0.0293587403
584	0.02925521617
585	0.02919250278
586	0.0291402247
587	0.02907925994
588	0.02898708426
589	0.02890308189
590	0.02880947238
591	0.02874140155
592	0.02864025031
593	0.02858552362
594	0.02852393923
595	0.02844511234
596	0.02841324727
597	0.02835382592
598	0.02830043609
599	0.02822117155
600	0.02815718571
601	0.02810676583
602	0.02803192896
603	0.0279509822
604	0.02789633055
605	0.02781260445
606	0.02773328213
607	0.02768177508
608	0.02762070539
609	0.027532798
610	0.02746967154
611	0.02739643121
612	0.02733650115
613	0.02725524889
614	0.02718941481
615	0.02713455795
616	0.02707427259
617	0.02700333874
618	0.02695157136
619	0.0269048121
620	0.02686870729
621	0.02680312425
622	0.02673013562
623	0.02667342122
624	0.02661126636
625	0.0265617178
626	0.02647920372
627	0.02641983019
628	0.02639033403
629	0.02634410207
630	0.02630792886
631	0.0262639237
632	0.02620791858
633	0.02614088112
634	0.02607830653
635	0.02601773825
636	0.0259753542
637	0.02589324789
638	0.02585687013
639	0.02580226497
640	0.02574317635
641	0.02569105897
642	0.02562884434
643	0.02556553724
644	0.02550174134
645	0.02545877619
646	0.02540232611
647	0.02536575442
648	0.02531014379
649	0.02526891995
650	0.02519327352
651	0.02514012145
652	0.02508928251
653	0.02503461028
654	0.02497960332
655	0.02495367414
656	0.02488493454
657	0.02485320628
658	0.02481016475
659	0.02476931349
660	0.02472507389
661	0.0246734048
662	0.02463311206
663	0.02458771358
664	0.02452862495
665	0.02450356908
666	0.02445865806
667	0.02443540727
668	0.02440389152
669	0.02435977944
670	0.02430831954
671	0.02426789066
672	0.02420665826
673	0.02415772268
674	0.02409440096
675	0.02404324258
676	0.02397516577
677	0.0239141512
678	0.02386270526
679	0.02382277313
680	0.02375756333
681	0.02373798113
682	0.02368740053
683	0.02363625874
684	0.02358142314
685	0.02352807117
686	0.02348351279
687	0.02343180718
688	0.02335515527
689	0.02332110192
690	0.02327488126
691	0.02322647897
692	0.02316032545
693	0.02311556253
694	0.02306351755
695	0.02300080018
696	0.0229498138
697	0.02289874839
698	0.02285491856
699	0.02279806735
700	0.02275459082
701	0.0227201151
702	0.02267314531
703	0.02262907041
704	0.02259604977
705	0.02255054902
706	0.02250384222
707	0.02244735495
708	0.02239251867
709	0.02235327391
710	0.02231282444
711	0.02226409275
712	0.02223502361
713	0.02218610331
714	0.02213756885
715	0.02209357299
716	0.02204222135
717	0.02198661005
718	0.02193460823
719	0.0218980837
720	0.02184621737
721	0.02179133925
722	0.02176135563
723	0.02173359879
724	0.02168755545
725	0.02163970836
726	0.02161810923
727	0.02156954954
728	0.02154077195
729	0.0215008551
730	0.02146000982
731	0.02142501342
732	0.02138018143
733	0.02133982095
734	0.02130339936
735	0.02127070613
736	0.02123412116
737	0.02119356078
738	0.02114373329
739	0.02110850313
740	0.02105527336
741	0.02102336512
742	0.02098640426
743	0.02093256881
744	0.02087880243
745	0.02083912002
746	0.02080148375
747	0.02076089548
748	0.02073545841
749	0.02070796656
750	0.02067450029
751	0.02063736212
752	0.02059932273
753	0.02056636717
754	0.02053828425
755	0.02048771295
756	0.02045638913
757	0.0204173974
758	0.02037352174
759	0.02034413516
760	0.02029847103
761	0.02027743175
762	0.02024535283
763	0.02019512487
764	0.02015261066
765	0.0201129402
766	0.02006423639
767	0.02003704539
768	0.01997529298
769	0.01991412899
770	0.01987415967
771	0.01983333497
772	0.01980093794
773	0.01974921173
774	0.01973119752
775	0.01969321591
776	0.01965510945
777	0.01961178169
778	0.01958035161
779	0.0195396159
780	0.01948402453
781	0.01945131137
782	0.01940796634
783	0.01936397313
784	0.01933349607
785	0.01929950581
786	0.01925633478
787	0.01922849427
788	0.01919641203
789	0.01915674953
790	0.01913507934
791	0.01909264084
792	0.01905720081
793	0.0190005402
794	0.01896686341
795	0.01892996831
796	0.01890067669
797	0.01888164172
798	0.01885670008
799	0.01882245215
800	0.01877224479
801	0.01874623923
802	0.01871268796
803	0.01869269799
804	0.01864497774
805	0.01861291277
806	0.01859264918
807	0.01856527222
808	0.01852892568
809	0.01850040377
810	0.01845258391
811	0.0184221354
812	0.0184009892
813	0.01835790982
814	0.01831544873
815	0.01827661108
816	0.01823715712
817	0.01821028024
818	0.01818871299
819	0.01815684924
820	0.0181093993
821	0.01807232155
822	0.01804012907
823	0.01799851739
824	0.0179592029
825	0.01793195278
826	0.01788386395
827	0.01783862884
828	0.01781102675
829	0.01778617875
830	0.0177587201
831	0.01775110067
832	0.01771016174
833	0.01766192149
834	0.0176250576
835	0.01758077417
836	0.01754145835
837	0.01748667122
838	0.017463271
839	0.01743021184
840	0.01740455495
841	0.01737453479
842	0.01734762803
843	0.01730902082
844	0.01727292398
845	0.01724664082
846	0.01722296168
847	0.01717684129
848	0.01714400262
849	0.01711091092
850	0.01708107274
851	0.01703950356
852	0.01701387522
853	0.0169775652
854	0.0169461949
855	0.01690767535
856	0.0168853623
857	0.01684274116
858	0.01681286777
859	0.01678335036
860	0.01673750027
861	0.01670453874
862	0.01667759279
863	0.01663437726
864	0.01660420503
865	0.0165992175
866	0.01658000189
867	0.01655037157
868	0.01652523402
869	0.01648078921
870	0.01646016302
871	0.01643577924
872	0.01640512817
873	0.01639022004
874	0.01636468202
875	0.01634170219
876	0.01632313476
877	0.01628943871
878	0.01625042971
879	0.01621757709
880	0.01618507778
881	0.0161616251
882	0.01612289702
883	0.01608736402
884	0.01606007273
885	0.01603518887
886	0.01601257829
887	0.0159861809
888	0.0159547309
889	0.01592219972
890	0.01589254549
891	0.01586676574
892	0.01583815019
893	0.01581081507
894	0.01579823799
895	0.01577260036
896	0.01575599208
897	0.01573115405
898	0.01570427849
899	0.01566912006
900	0.0156326626
901	0.01561208555
902	0.01557664021
903	0.01555584134
904	0.01552339782
905	0.01549650368
906	0.0154601392
907	0.01544011337
908	0.01541688648
909	0.01538364867
910	0.01535541433
911	0.01532343702
912	0.01530518306
913	0.01526930073
914	0.01522500402
915	0.01519701939
916	0.01517303276
917	0.01514291498
918	0.01512525872
919	0.01508912403
920	0.01506306401
921	0.01503894588
922	0.01500221747
923	0.01497835436
924	0.01495014791
925	0.01492018421
926	0.01489220223
927	0.01485843977
928	0.01482787438
929	0.01480524122
930	0.01476917426
931	0.01475079013
932	0.01472545135
933	0.01471339494
934	0.01468430787
935	0.01465181521
936	0.01462555994
937	0.01458554016
938	0.01456474262
939	0.01454647404
940	0.01451405974
941	0.01449560123
942	0.01447945783
943	0.01445484958
944	0.01443044588
945	0.0144186259
946	0.01439485842
947	0.01436929517
948	0.01434303459
949	0.01430725055
950	0.01429420062
951	0.01426134402
952	0.0142346677
953	0.01419214551
954	0.01415233825
955	0.01412912066
956	0.01411027165
957	0.01407604829
958	0.01404276
959	0.0140257506
960	0.0139920665
961	0.01397830331
962	0.01395610581
963	0.01394591292
964	0.0139190201
965	0.01391058978
966	0.01388585667
967	0.01386422234
968	0.01384519003
969	0.01381740597
970	0.0137880838
971	0.01376700335
972	0.0137521935
973	0.01373399665
974	0.01369814753
975	0.01369132969
976	0.01366607857
977	0.01363409064
978	0.01361672792
979	0.01359229898
980	0.01357698706
981	0.01355890577
982	0.01352990105
983	0.01350196424
984	0.013482653
985	0.01345964926
986	0.01343635596
987	0.01341786823
988	0.01341151129
989	0.01338767076
990	0.01337222867
991	0.01335483673
992	0.01332198146
993	0.01330292391
994	0.01327505218
995	0.01325026993
996	0.01323038091
997	0.01321027936
998	0.01319523309
999	0.01317575449
